source	interaction	target	n_datasets	REM.TE	REM.P.HAKN
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000190	8	-0.08116633914316573	0.00258023974466244
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000190	9	-0.11750463251158964	7.11994401491259e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103	neg_assoc	HMDB0000190	5	-0.11342892995138036	0.00156090257302964
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000190	8	-0.118744683085896	0.00240057633334572
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000190	8	-0.19999356053421627	3.5225494282200046e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000190	8	-0.13298537768455554	2.1764776291635245e-4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D	pos_assoc	HMDB0000190	8	0.15354109299684687	0.00299168743070778
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia	pos_assoc	HMDB0000190	8	0.10804207316698392	4.948205900620739e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000190	9	-0.1813289618300038	2.535829422983279e-7
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000190	8	-0.1069515555089731	0.00126303441520304
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	pos_assoc	HMDB0000190	9	0.1882499641890822	8.360362035356008e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	neg_assoc	HMDB0000190	9	-0.10963354437672124	0.00234108241252672
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	pos_assoc	HMDB0000190	9	0.16125802640613393	0.00207320416797469
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180	neg_assoc	HMDB0000191	6	-0.07643470373172592	0.00107344982333618
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	pos_assoc	HMDB0000191	7	0.1554461311647945	0.00102171094816785
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	pos_assoc	HMDB0000191	8	0.0866901074610022	0.00264306755838825
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	pos_assoc	HMDB0000191	6	0.08869276421288903	0.00258198611577367
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000191	8	-0.14852049630897102	0.00328456296933576
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000191	7	-0.10620622042281017	2.4285904535517567e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000191	8	-0.17861489403580455	0.00132768654818829
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000191	7	-0.15174251777976663	0.00276732872796902
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177	neg_assoc	HMDB0000192	5	-0.14976581582380658	6.65736122358212e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000192	5	-0.14485472337530864	3.6319394410782034e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	neg_assoc	HMDB0000192	5	-0.07934964537884043	5.598972477329647e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279	neg_assoc	HMDB0000192	4	-0.18293769097951665	5.292126397038903e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000192	5	-0.23143436028795936	0.00297601290741464
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	pos_assoc	HMDB0000192	5	0.2328928269846373	5.159889818167751e-4
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	neg_assoc	HMDB0000194	6	-0.08310911875803724	0.00203489735932998
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	neg_assoc	HMDB0000194	6	-0.1084336375157367	0.00278811239079195
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella	neg_assoc	HMDB0000194	6	-0.0605461832434289	0.00287469472740487
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000194	6	0.12196780115037836	0.0020518878329098
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000194	6	-0.08037382737650092	0.00111384515184859
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus	neg_assoc	HMDB0000195	5	-0.06805651893539892	2.4301897932769507e-5
d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium	neg_assoc	HMDB0000195	4	-0.3032751871754542	2.6537821424818817e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	pos_assoc	HMDB0000195	5	0.11561202836910188	0.00327668422845358
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor	pos_assoc	HMDB0000197	5	0.14006398974579612	0.00231009147574554
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A	neg_assoc	HMDB0000197	6	-0.06203706524182806	5.753199967785888e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000201	3	-0.21355011405577143	0.00211166937515046
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000201	3	-0.2146478531972275	7.272622635172558e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	neg_assoc	HMDB0000201	3	-0.12859930469684747	0.00252172213082132
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	pos_assoc	HMDB0000206	5	0.08432138679764738	2.2629886856856128e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	pos_assoc	HMDB0000207	3	0.12384518198715012	0.00253477333780467
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	pos_assoc	HMDB0000209	5	0.20364639442069665	3.6984144190257857e-6
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	pos_assoc	HMDB0000209	5	0.21045464942461992	0.00225123094160971
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	neg_assoc	HMDB0000210	7	-0.0881129134111906	3.692440556333185e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium	neg_assoc	HMDB0000210	6	-0.09478917963016864	3.498542012705099e-5
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	neg_assoc	HMDB0000214	7	-0.10421030243075606	5.533887650978481e-4
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	neg_assoc	HMDB0000214	6	-0.12469918793587148	0.00145817018003401
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81	pos_assoc	HMDB0000214	6	0.1163963505419918	0.00310824208039755
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000214	7	-0.19229862786817953	1.963246402952803e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446	neg_assoc	HMDB0000214	4	-0.15761233919777717	0.00185580123933345
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000214	7	-0.2232631042361522	2.500882680668459e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000214	6	-0.20915337558320543	3.8686490204422464e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000214	6	-0.158243604223404	3.743005085137433e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum	pos_assoc	HMDB0000216	4	0.10956228639596564	3.11812281463938e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000232	3	-0.08575539359580338	0.00250070848274836
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	pos_assoc	HMDB0000237	8	0.1272713878841181	0.00342700180498074
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella	pos_assoc	HMDB0000237	7	0.08163871265775227	0.00326837807538372
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000237	8	-0.07596521312381004	0.00180502271524639
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A	pos_assoc	HMDB0000244	6	0.05944945193768226	0.00250708083289927
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177	neg_assoc	HMDB0000251	8	-0.15854436678697748	1.6231211257925556e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E	neg_assoc	HMDB0000251	8	-0.17143623450953294	0.0030412926695428
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417	neg_assoc	HMDB0000251	7	-0.14570731826653835	0.00277691876923491
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	neg_assoc	HMDB0000251	9	-0.16507381311280472	3.5376521960704487e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella	neg_assoc	HMDB0000251	9	-0.08405957417799388	0.00233581511955879
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000251	8	-0.23830732005877783	1.6226366921425737e-6
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	neg_assoc	HMDB0000251	8	-0.13133078643185017	9.365249174770954e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UBA11524	neg_assoc	HMDB0000251	8	-0.15598117268304934	0.00370260164419888
d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ	pos_assoc	HMDB0000251	8	0.08652578235798315	0.0035091527049706
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	pos_assoc	HMDB0000251	8	0.12613317004166727	0.00168121018558688
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127	neg_assoc	HMDB0000251	8	-0.13735503956276027	9.405055460854788e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	neg_assoc	HMDB0000251	9	-0.11278435029731498	0.00110401663614501
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	pos_assoc	HMDB0000251	8	0.13636263165258883	0.00303195277865225
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	pos_assoc	HMDB0000251	7	0.11643844613999237	0.00277747546044041
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615	neg_assoc	HMDB0000251	8	-0.11978967837184394	0.00327500694158236
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000251	9	0.18497784732535005	3.5138516176232414e-5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000251	9	-0.29236766004445097	2.5725036407423524e-6
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000251	8	-0.2853412026846013	2.9585330777784176e-7
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000251	8	-0.30875939545894787	5.114631627543354e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000251	8	-0.2708606821070831	2.608457361274943e-6
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter	pos_assoc	HMDB0000251	7	0.1761027960199115	0.00357100688093309
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000251	9	-0.3245629530537478	1.424728137018944e-5
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000251	8	-0.3777475036690039	2.921713172583826e-6
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000251	8	-0.1906231579918539	1.5950072030815478e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C	neg_assoc	HMDB0000251	8	-0.16018239932397504	8.35417096997812e-5
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	pos_assoc	HMDB0000251	9	0.13834612891317274	4.252553157028346e-6
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	pos_assoc	HMDB0000251	9	0.1986962622703384	1.951773596327031e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter	neg_assoc	HMDB0000252	3	-0.1523014211919662	5.928960460123023e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella	pos_assoc	HMDB0000252	5	0.06639872544423671	2.636047998767778e-4
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	pos_assoc	HMDB0000252	5	0.10078197046000574	3.4583723100326704e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	pos_assoc	HMDB0000252	4	0.1580932157591751	0.00190053430435644
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127	neg_assoc	HMDB0000252	4	-0.15420558560165318	0.00289696523155404
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000252	4	-0.1769364952472198	0.00255345516856139
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	pos_assoc	HMDB0000252	3	0.14880250563480313	0.00228139275762007
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	neg_assoc	HMDB0000254	8	-0.14600382796639808	0.00122471556364214
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A	neg_assoc	HMDB0000254	8	-0.11211785228340432	0.0015956846949318
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter	neg_assoc	HMDB0000254	7	-0.15367752901181406	0.00286457338662532
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E	neg_assoc	HMDB0000254	8	-0.13137706766260857	0.00245624788045542
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	neg_assoc	HMDB0000254	9	-0.1021769095140411	0.0018343164197161
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	neg_assoc	HMDB0000254	8	-0.1197913712651966	0.00263555313427485
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000254	9	0.17313130638505742	9.978517315959408e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter	neg_assoc	HMDB0000254	9	-0.18083947713361465	0.0021601848781071
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000254	8	-0.2375773846883484	2.689351331867471e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000254	8	-0.3012142534805843	2.465378406548402e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000254	8	-0.21910194858096305	1.4783137362715486e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000254	9	-0.21917280986365767	3.9062165365803174e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A	neg_assoc	HMDB0000254	8	-0.19672853418612635	0.00116160926530525
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000254	8	-0.09447059786237524	0.00335509757683225
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394	neg_assoc	HMDB0000254	7	-0.06948487722098926	1.6595414204801338e-4
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	pos_assoc	HMDB0000254	9	0.11313816803586424	0.00365303923860399
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A	neg_assoc	HMDB0000259	5	-0.07146425330805566	0.00213986339470749
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	pos_assoc	HMDB0000262	8	0.14589832404446132	0.00156900342871409
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	pos_assoc	HMDB0000269	5	0.1577669024178391	8.744702950095116e-4
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D	neg_assoc	HMDB0000269	4	-0.1641404200943551	6.7642057128722e-5
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000271	3	-0.3178643565761603	0.00196257563817293
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira	neg_assoc	HMDB0000289	7	-0.12564856877632802	0.00204909821125427
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	pos_assoc	HMDB0000289	7	0.14266195052190522	0.0010410204968369
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000296	6	-0.06713925450632632	7.080301000890146e-4
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	neg_assoc	HMDB0000300	9	-0.09128089002415692	0.00195248850430155
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R	neg_assoc	HMDB0000303	4	-0.14512036295732558	0.00159720160142781
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	pos_assoc	HMDB0000303	4	0.32081125863386895	5.92345007344506e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127	neg_assoc	HMDB0000303	4	-0.17818978967496055	7.164495723146775e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	neg_assoc	HMDB0000303	4	-0.09967876311035734	8.239894764441946e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F	neg_assoc	HMDB0000303	4	-0.16800776437923048	0.0024733621594657
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter	neg_assoc	HMDB0000303	4	-0.13279557211482956	0.00270349134580701
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615	neg_assoc	HMDB0000303	4	-0.2349221514626936	0.00269023801002143
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	neg_assoc	HMDB0000303	3	-0.1817130904337888	3.542490228555259e-4
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAG-495	neg_assoc	HMDB0000306	5	-0.106126479193481	0.00211880958725099
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000306	6	0.20173422872468896	0.00237785936408635
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E	neg_assoc	HMDB0000306	5	-0.15841745474792107	0.001442672301118
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	pos_assoc	HMDB0000306	6	0.16669699112798114	0.00193507350874487
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83	neg_assoc	HMDB0000355	4	-0.14507223395129407	0.0021984725930194
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000355	4	-0.19858809388873025	0.00335944825055312
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446	neg_assoc	HMDB0000355	3	-0.10421757292789242	0.00353285179273905
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter	neg_assoc	HMDB0000357	3	-0.2388482526452963	0.00234605821795036
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D	pos_assoc	HMDB0000357	3	0.19915879303746367	0.00271743767430832
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	pos_assoc	HMDB0000391	4	0.22829319468476375	0.00299314067128201
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B	pos_assoc	HMDB0000391	4	0.28941617499470557	4.994553088122158e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000391	4	-0.33064812291719897	0.00128723224139713
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000391	4	-0.30375360051395267	0.0036578411892668
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	neg_assoc	HMDB0000391	4	-0.251007670189065	1.0949362015591012e-4
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A	neg_assoc	HMDB0000402	3	-0.09762716979043566	0.00130280014365595
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter	neg_assoc	HMDB0000402	3	-0.21311475139772712	0.00345087973233201
d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4	neg_assoc	HMDB0000402	3	-0.15837659217253916	0.00218486139132228
d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella	pos_assoc	HMDB0000402	3	0.09652760340302492	0.00120328440142016
