Compound	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
C00689_Trehalose 6-phosphate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.91810649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.1579467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00695_Cholate	22658.96989	22998.17792	3418.438636	9296.979113	0	2906.224015	4174.983439	13701.17915	910.8921615	562.1996157000002	0	786.3501765999997	6629.911794	364.1840898	0	297.1700939	995.5305739	1793	7261.048709999999	368.0892827	242	102.9799206	16858.18531	1457	19440	16.67809277	2753	1054.261314	3572.126831	0	13170.97676	0	36.43944688	769.1624195	6744	5622.044556	0	434.7483225	3048.054229	16186.810619999998	717.4023495	8834.966718000001	0	0	598	654	12348.28669	163	312.5469494	13032.6138	0	0	2214.537401	3398.667344	379.6370921	5272.802538	35.82099036	1546.945971	2073.376045	0	1264.564162	128.69945159999995	21156.06267	569.2028924	17730	10894.99342	6419.573965	0	0	2968.315978	19259.07817	0	2136.50693	0	1108	165.5856946	0	37633	6223.237563000002	10468.98778	5292	3584	3362.972794	2022.693432	61	6300	1454.793831	6308.968236	0	7800	374.7278967	485	109.0781117	173.285271	285.7143986	7478.520631999999
C00700_XTP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00705_dCDP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00711_Malate	0	159.1382163	107.65754040000002	95.10203523	1902	30.14876355	124.3910362	60.43646441	107.533005	237.995168	51.47315654	465.1443042	0	56.21767192	2285	41.03600216	381.94397260000005	448	176.9355695	28.41239751	952	99.35321597	110.3335544	86	3941	118.8808906	617	225.3494627	624.2590257999999	133.06159820000002	108.3256307	431	45.08075654	122.5370473	4579	578.0721522000001	106	38.0204362	666.5540987	306.0049577	238.41686780000003	71.44680723	126	1160	540	280	87.43793134	96	46.50526015	40.1444539	413	881	233.3807487	122.5029417	48.59063012	1405.626836	22.5345192	163.793524	139.2370793	5876	82.51019736	40.68421458	369.8619727	169.4661265	1549	273.4393552	220.791461	76	296	0	298.6551756	236	94.83567484	81	486	41.64431514	0	388	188.7150379	154.0305376	2816	2170	0	218.6282798	146	1230	35.11548217	131.09475030000002	559	2183	140.3403705	231	226.6237895	0	98.89775886	75.19763353
C00715_Pterin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.968227529	0	0	0	0	0	0	0	0	0	0	5.120887341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.586978602	0	4.432972905	0	0	3.269417966	0	0	0	0	0	0	0	0	0	0	0	2.864475014	0	0	0	0	0	0	0	0
C00719_Betaine	754.3604561000003	297.4443359	150.36344680000005	140.9973979	190	0	249.0477436	102.2639024	39.45559108	105.8592914	0	638.8304168	267.6091317	0	1129	0	496.85288110000016	100	61.99417997	0	76	0	45.72974342	0	194	0	102	0	145.242025	34.42967797	51.55201905	0	21.48838105	42.55620245	235	34.56270809	0	0	536.5627475	187.4608872	27.63520042	117.373649	55	0	0	0	49.51026848	96	16.1683165	36.77165852	157	0	92.09579162	62.09727924	0	246.9622818	20.65366842	64.68215626	0	130	94.69570971	0	94.52711505	35.63376535	135	45.84966423	180.923042	0	0	104.1460012	352.093814	0	109.5944738	0	371	0	0	392	286.1712122	34.06610981	136	481	562.8854938999998	50.33098533	172	452	312.8761735	63.35358381	0	101	244.8185203	0	167.0041507	0	33.29007988	40.51606353
C00729_Tropine	0	0	0	0	0	0	0	0	0	0	0	0	1.191464664	0	0	0	0	0	0	1.819243732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8132223976	23.14131163	0	0	0	0	2.175668424	0	0.7823112747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00745_Nicotine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00750_Spermine	0	2.336718229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.725899442	0	0	0	0	0	0	0	1.241593227	0	0	0	0	0	0	6.234739004	0	3.8	0	2.471025356	0	0	0	0	0	0	7.5	6.445134779	0	2.374646562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00780_Serotonin	0	0	0	0	0	0	0	0	0	0	0	36.27587826	0	0	0	0	0	93	0	10.22814377	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.41855693	0	12.61241974	0	0	0	0	0	0	0	0	0	0	18.57867876	20.89149889	0	0	0	0	19.19081919	0	0	0	0	0	0	0	0	0	0	0	35.80480405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.49345139	0	0	0
C00783_Tropinone	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.108816942	0	0	0	0	0	1.622977353	0	1.3703125269999998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00785_Urocanate	0	0	19.79096835	0	0	12.36671567	61.74385478	0	29.89688598	16.17145338	20.12517192	149.9931631	0	0	0	0	20.78168227	468	0	38.30641021	99	0	19.58072647	0	2093	7.562519704	445	16.21585227	0	0	0	0	0	37.95489768	385	0	0	15.85217896	89.24510745	27.37772568	10.2293526	0	263	320	30	0	16.77625042	2325	19.16485439	40.0140109	0	752	9.442938381	18.21803329	0	13.20149374	11.64089357	4.857190631	0	2443	15.72956103	0	14.06274022	0	0	0	31.64206291	0	3063	20.8384673	19.19753198	685	0	0	26	0	0	5188	20.07861962	0	251	239	76.78977234	0	105	1141	23.27827052	52.631148520000004	1516	196	14.74321026	0	14.36415568	17.27330522	18.72071723	13.6754617
C00788_Epinephrine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.290605833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00791_Creatinine	1343.399792	1197.344906	284.6604684	307.5150525	962	5.2067559899999996	10069.11343	1448.57519	30.4690155	229.6296657	47.90508296	486.6160652	3568.07072	6.903666462	57493	10.38394617	616.2530719	52	364.4502503	12.05027269	39	34.662619799999995	333.7051475	24	999	195.6978166	372	55.29049474	2270.02669	29.06439652	1502.43675	53	12.20331945	3806.322745	2061	281.9916059	8.7	31.38918737	32189.18045	545.1421042000002	11.66947694	418.379356	21	32	115	102	210.6381509	255	34.7674521	223.5870377	268	45	389.1544847	1236.365551	511.302411	680.5731861	6.584722674	286.1486457	159.6344075	469	280.122097	9.502133291	601.8328322000001	75.30348649	807	692.6685631	613.7939529	51	112	177.68004109999995	2379.895291	306	2426.838485	111	290	65.94920705	23	5659	2087.814524	88.48893333	2202	999	297.270595	220.4846005	2918	342	1086.9467029999996	239.6887327	46	260	455.8194439	31	149.370929	39.65456259	63.87981022	298.6558978
C00803_Pentanoate	2386.291061	850.0066021	8417.357494	1271.039739	658	7476.988084999999	1910.171687	2317.785296	8659.816587000001	5167.651684	7936.103813	497.9998147	444.8140574	9067.390236	398	4617.332919	0	4818	4127.697822	906.4215166	2944	6894.5445489999975	2174.230952	3690	3504	0	1966	2971.189947	991.9157622	0	3325.495315	3353	0	6846.046992000001	384	11377.64666	2094	5760.915283	1471.178069	2764.339498	5450.98546	818.7341066	3364	8011	10381	4401	8012.287448	8527	6176.460357	11919.80843	1365	2018	4933.619126	1983.347983	5662.960027	2018.895188	3759.804664	1112.365453	7412.169611	6095	11094.92717	13483.97051	6488.459924	10257.25356	4295	1617.749047	3278.554284	3188	3033	9827.155009	6363.229785	1250	2546.61666	3086	3564	3886.49518	5168	1819	0	1065.505762	882	2195	15396.618869999998	3025.154973	5956	0	6520.94265	5480.230541	6690	4151	9424.2656	13485	4355.808236	4431.081916	20630.56121	9595.806258
C00805_o-Hydroxybenzoate	0	0	0	0	0	0	0	1030.715011	0	0	0	183.2284544	0	0	0	0	0	51	1305.600136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	554.6882247000002	0	0	3334.54271	0	0	0	0	0	0	0	28.60770139	0	0	0	0	0	0	99.52895657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00811_p-Coumarate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00813_Barbiturate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00818_Saccharate	0	0	0	0	0	0	0	0	0	0	0	0	62.32710256	0	632	0	71.27314491	0	0	0	0	0	0	0	0	0	0	0	0	0	74.4105354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00835_Sepiapterin	0	0	0	0	0	0	0	8.196718706	0	0	0	0	0	0	0	0	0	0	0	0	0	43.04204482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.11147688	0	288	0	0	0	0	0	0	0	0	0	0	0	33.38944181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00842_TDP-glucose	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00847_4-Pyridoxate	18.15109596	10.89223896	10.91500075	11.11105302	0	41.70698221	128.95126090000002	150.92477130000003	48.30535473	20.41208547	11.54425415	12.66144393	27.13865173	23.22225437	62	78.45657	0	54	21.70130207	78.19744474	0	91.65885805	0	21	0	38.87482026	0	130.0995102	0	36.03433692	23.76301496	0	38.7327766	34.78478157	0	31.37630129	34	19.40525056	0	9.507526514	28.98844122	3.48593357	0	0	44	0	19.17708355	121	43.40059901	30.69053366	0	22	47.77447563	0	20.28545151	26.97699426	7.862617082000001	27.03455703	28.78249039	0	25.71647634	22.09426254	192.2153107	29.15109053	0	10.9419082	12.85859822	0	77	92.19984917	4.214643798	0	38.75650109	0	0	23.01867881	0	0	17.65444852	170.1588964	0	0	15.8358207	58.04950282	16	0	0	0	0	38	263.088956	0	15.04074864	25.06977351	49.16342463	13.75106153
C00857_Deamido-NAD+	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00860_Histidinol	0	0	0	0	0	0	0	13.16469994	0	0	0	2.012461304	17.4468673	0	0	0	0	0	0	0	1.9	5.073565248	0	0	0	0	0	0	0	0	2.529767231	3.1	0	0	8.3	0	0	0	0	3.0702303630000003	0	0	0	0	0	3.2	0	0	1.315472225	0	0	0	2.616334347	0	0	33.66582831	0	3.021291077	0	0	0	0	0	18.4373489	0	2.198890441	5.056081816	0	0	0	0	0	0	0	0	0	0	0	16.64149035	0	5.4	0	0	1.275435317	0	0	15.74694581	1.851222371	0	2.5	0	0	0	0	0	0
C00864_Pantothenate	67.08976975	0	15.94697896	110.3997693	262	33.07734624	28.76198063	205.4048242	90.42882157	31.26133659	0	23.75832684	0	0	396	21.68011598	38.89239538	386	80.89331263	0	626	0	13.07065518	49	261	0	0	16.02990465	10.25156448	0	0	344	0	19.92765877	204	0	167	0	0	0	0	0	506	280	417	376	0	135	33.32289182	31.7676947	322	180	41.40505552	0	0	0	54.64335301	0	0	528	0	0	43.06423285	23.82365657	198	26.71569131	0	167	453	49.12672154	66.48923757	378	0	138	0	0	0	127	0	178.21752719999995	234	0	101.195522	23.04070034	34	0	37.27685848	284.2730605	639	443	64.63165397	0	30.77718207	0	54.32725322	0
C00879_Mucate	0	0	0	0	0	0	120.2728338	0	0	0	0	49.45692191	0	0	688	169.4383904	78.19138525	0	0	0	0	0	0	0	0	0	2923	0	0	0	0	0	0	0	517	0	0	0	0	0	141.8497686	0	0	0	0	0	0	0	0	207.7766315	0	0	0	0	0	0	0	0	0	0	0	0	578.8246068	42.02553289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	49.90472915	0	0	2427	0	0	0	0	0	0	0	0	0	0
C00881_2'-Deoxycytidine	7.8407637060000015	0	3.369048875	6.787936024	0	0	0	0	0	0	0	0	10.06561743	0	0	0	10.44383668	0	0	9.142929754	0	10.98617134	0	0	0	0	0	0	0	6.43137822	0	0	0	7.472903415	7.7	0	0	0	0	0	0	0	0	0	0	0	6.185692306	0	0	0	0	0	14.11218799	0	8.559726426000001	0	0	0	0	0	0	0	25.1202158	26.27387865	0	0	0	0	0	0	6.916868346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.384281809	5.397390672	0	0
C00884_Homocarnosine	0	28.76813611	0	0	0	0	0	27.63743221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.40334176	0	0	29.33751413	0	0	0	0	0	86.85948636	0	24.18354041	0	0	0	0	0	0	0	0	0	0	0	44.81055116	0	0	0	0	0	0	0	0	41.372509	14.21453317	0	0	17.47914199	0	0	0	8.437434017000001	0	0	0	0	0	0	0	0	18.82071719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.164357	0
C00898_Tartrate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32016	0	0	0	0	0	0	0	0	0	0	0	0	0	129.7852419	0	0	0	0	0	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00913_3-Methyladenine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.45065487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.491015848	0	0	0
C00931_Porphobilinogen	0	0	0	0	0	598.042274	2128.066825	1903.859198	111.8193842	0	0	0	0	0	0	0	0	0	2067.025748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.7139288	0	0	0	859.5640818	0	940.9387717	0	0	0	0	3217.820471	0	0	956.9153421	0	0	0	0	0	28.70376976	1143.201856	0	1420.158394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1697.7579489999994
C00942_cGMP	0	0	0	0	0	0	0	2068.033321	0	0	0	0	0	0	0	0	0	0	1178.217905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2393.616446	1381.263563	0	508.1216528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1647.2370019999994	0	0	2543.479247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00943_cIMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.32881194	0	0	0	0	0	0	0	0	0	0	0	3.392929899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00954_Indole-3-acetate	29.56208364	42.96728365	40.0807915	31.35773909	0	115.80354409999998	139.9168783	0	79.76190835	0	0	0	0	50.78203756	0	0	0	0	0	1.713714524	0	0	36.95007449	0	867	0	0	77.90447837	0	0	0	881	0	141.4676071	0	0	391	147.5901044	124.5247119	69.16391666	47.8625954	0	0	0	93	293	0	82	54.43765149	0	440	0	0	0	0	53.88814265	0	44.91997025	0	142	364.9387359	154.3318014	0	152.7894159	0	13.2941747	0	104	279	29.36203853	0	694	0	0	0	0	0	0	21.06132377	0	164	0	83.85985792	0	0	149	171.815889	0	669	0	894.5874747000001	509	48.30714477	0	0	0
C00955_Indole-3-ethanol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	65	160.1267263	0	0	0	0	0	107.99887	79	0	0	0	0	0	0	0	0	0	42.87176221	0	0	0	0	0	0	0	0	0	0	68	48	60.15173667	0	0	0	0	0	0	172	0	0	287.6441726000001	0	0	0
C00956_alpha-Aminoadipate	33.75274642	34.58670111	28.74869413	48.79159122	19	47.51351418	60.98767742	60.51906143	52.04208028	19.51743024	33.8449205	41.15892263	68.70016949	95.4834494	59	67.64363659	4.6330395310000005	23	51.43931509	27.81152787	45	44.21298607	30.06821872	0	20	35.44873677	11	68.73056203	37.72626945	46.95935201	45.13747923	26	43.76323232	231.829889	45	58.13669242	18	59.38553393	42.52917907	48.50211813	26.20887487	40.0253532	55	28	0	77	47.63956341	17	51.92982114	32.17580259	0	95	58.90507183	42.06239774	38.38191268	38.87230461	15.06484786	37.79146478	33.29133527	50	26.02299588	97.13137016	129.5124834	38.91470042	0	26.44799175	39.4255054	33	35	43.923522799999994	40.26611249	44	41.21310522	134	0	20.37662952	24	31	183.3915678	27.74685638	52	13	18.68224321	36.35581707	35	0	71.68899955	97.201348049999993	27	82	25.51558997	27	26.04139353	19.29226003	52.34090419	13.60937604
C00968_3',5'-Cyclic dAMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C00979_O-Acetylserine	0	10.9756958	48.89975854	0	0	0	19.54029444	0	0	0	0	5.940416385	26.10757847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.03904249	0	0	0	20.76434007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.801098217	0	0	0	0	0	2.027819305	0	4.6624246330000005	0	11.71618064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.63514267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.15352246	0	0
C00986_1,3-Diaminopropane	0	0	0	34.72546753	0	0	11.35751218	24.17739489	6.60657005	0	10.01430865	44.64555423	0	0	0	0	0	0	0	130.57635430000002	0	17.91073326	7.9620007039999985	0	0	46.6628527	0	0	0	47.58933767	0	0	51.36630409	0	40	16.64798509	0	0	0	61.52944603	11.93229754	17.94113923	0	0	20	50	16.36259874	0	9.807253607	38.35628959	57	0	0	0	12.52255174	73.70187789	0	8.921875992	13.03558526	0	19.13715473	25.80088711	127.85031200000002	0	0	0	0	0	0	29.6458814	0	22	0	0	0	0	15	141	0	141.87003090000005	58	0	27.53869015	0	0	0	10.11785326	54.09785640000001	0	40	51.07258219	0	0	0	0	54.92018786
C00993_Ala-Ala	329.8890817	396.2545668	366.9494959	943.7258991	169	384.7958653	222.850406	1120.1887390000004	438.9417465	141.82364109999995	145.242723	230.871373	606.1765432	315.26237139999995	279	271.928146	41.07512144	20	417.03017860000006	72.49589649	331	220.223079	1753.832759	250	96	488.8671222	23	188.9350617	1337.721707	322.3100982	468.1159971	184	237.7094779	418.15873460000006	332	157.61411299999995	96	99.88345806	205.0669098	171.20943469999995	209.3879602	120.9981713	217	0	1019	254	357.8711242	69	606.6415215	412.2798193	215	48	326.0727571000001	607.5762487000002	343.7716466	587.167408	110.0620222	437.4766676	510.1628432	380	814.0445979	150.0903371	186.162874	244.02739790000004	30	197.2160307	216.3156243	62	352	384.8630213	186.2461792	393	228.8489995	149	18	149.2654197	151	159	267.36414390000004	341.58727789999995	447	48	125.9332182	144.4406165	185	0	675.3319297	791.9351221	151	192	678.8420497000002	389	264.5211324	160.79471519999996	683.1292695000002	106.5834373
C01004_Trigonelline	14.69510349	0	8.692403407	30.82197187	9.1	0	45.07331277	0	0	10.10016102	66.37325862	2.518269982	28.62685335	33.3324883	758	5.332100776	0	0	26.05544017	64.45413932	8	0	10.24627402	0	12	8.736257214	0	9.184808997	0	26.25565732	37.95110884	30	0	9.56382025	18	2.659838181	31	14.74610782	29.53246597	0	31.97501647	8.467057936	0	0	91	39	14.62214657	0	112.2266697	18.05517012	7.7	18	13.29314507	8.751236054	297.2633153	16.56390409	8.059837899	10.92109763	8.097852381000001	11	31.0075847	15.57897272	440.1160894	15.05771925	0	0	5.415495653	58	46	31.31943089	15.00173547	31	20.6835419	35	0	0	15	83	4.932241444	10.11682899	27	12	14.85879324	13.54622734	52	0	352.2187631	7.316359848999999	31	75	0	33	75.19548398	0	4.724727359	17.49180581
C01005_O-Phosphoserine	35.84021062	0	0	0	0	0	38.23996161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.35444596	0	0	0	0	0	0	0	0	0	0	0	0	269.5508384	0	0	0	0	0	0	0	0	0	0	58.63010056	0	0	0	107.3565478	0	0	0	0	0	0	0	0	47.9502289	0	0	150.1274688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.79120382	41.62983266	0	0	0	0	0	0	0	0	0	0	0	46.39430486
C01008_Trimethylsulfonium	0	0	0	0	0	48.71300553	18.57302599	0	10.98035321	0	0	0	0	21.1259049	0	0	0	0	0	0	0	0	93.11490047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.1988357	29.42030326	0	0	0	0	0	0	0	0	38.11959977	0	0	0	0	0	0	0	10.38724989	0	0	186.9008137	0	0	0	0	0	0	0	0	29.84031222	200.2709171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.71019556	0	0	0	15.42874263	0	35.79895569	0	0	0
C01013_3-Hydroxypropionate	0	0	0	0	0	0	0	0	0	0	0	0	3903.900904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4217	0	0	1642	0	0	0	0	0	0	95.41984733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
